iter	Logloss
114	0.5426388287
115	0.5417693031
116	0.5410184189
117	0.5404724717
118	0.5397689457
119	0.5392314633
120	0.5384333147
121	0.5376081563
122	0.5368808458
123	0.53600924
124	0.5351539931
125	0.5344349607
126	0.5336439253
127	0.5328947473
128	0.5321619125
129	0.5314261963
130	0.5307595289
131	0.5300267509
132	0.5292197788
133	0.5285417631
134	0.5278639121
135	0.5270739067
136	0.5265024198
137	0.5257675332
138	0.5249924515
139	0.5243560066
140	0.5237178001
141	0.5230411914
142	0.5223516163
143	0.5216593012
144	0.5210790674
145	0.5203926431
146	0.5199127096
147	0.5192569377
148	0.5186738235
149	0.5182640296
150	0.5176885438
151	0.5171900102
152	0.5165154875
153	0.5159315764
154	0.5153496648
155	0.5147299182
156	0.5141759098
157	0.5135707361
158	0.5129938635
159	0.5123304736
160	0.5116697176
161	0.5112260464
162	0.5106110285
163	0.5099496724
164	0.5094190652
165	0.5088661322
166	0.5083868438
167	0.5077954368
168	0.5072235535
169	0.5066469591
170	0.5060823759
171	0.5055270492
172	0.5050452238
173	0.5045510918
174	0.5040309552
175	0.5034255744
176	0.503068695
177	0.5025137473
178	0.5019887454
179	0.5014412607
180	0.5009532927
181	0.5005245431
182	0.5000390672
183	0.499618597
184	0.4991663997
185	0.4986789421
186	0.4983025474
187	0.4977621265
188	0.4972609548
189	0.4968046864
190	0.496298735
191	0.4960070593
192	0.4955554476
193	0.4950790212
194	0.4945993224
195	0.494109393
196	0.4936689442
197	0.4932808476
198	0.4929937296
199	0.4925969539
200	0.492129335
201	0.4916915555
202	0.4912786933
203	0.4908108976
204	0.4903773976
205	0.4899812075
206	0.4895799773
207	0.4892160361
208	0.4888035421
209	0.4883870332
210	0.4879521157
211	0.487476678
212	0.487142663
213	0.4867225726
214	0.4862622331
215	0.4858315059
216	0.485404212
217	0.4850915109
218	0.4846816812
219	0.484328611
220	0.4839031285
221	0.4835254515
222	0.4831330552
223	0.4827575101
224	0.4824461955
225	0.4822126701
226	0.4818348823
227	0.4814165415
228	0.481071681
229	0.4806530354
230	0.4802952595
231	0.4799364224
232	0.4796081503
233	0.4792349737
234	0.4789532571
235	0.478653148
236	0.4783567393
237	0.4780714543
238	0.4777092474
239	0.4773093037
240	0.4770420662
241	0.4767846182
242	0.4764015896
243	0.4760551613
244	0.4758162423
245	0.4755737323
246	0.4752879932
247	0.4749448235
248	0.4745996585
249	0.4742726525
250	0.4739654173
251	0.4736437191
252	0.4732970115
253	0.4730781786
254	0.4727959802
255	0.4725165206
256	0.4722156978
257	0.4720120972
258	0.4717400971
259	0.4714021616
260	0.4710805057
261	0.4707963276
262	0.4705225027
263	0.4702274178
264	0.4699698112
265	0.469666821
266	0.469401473
267	0.4690598328
268	0.4687977348
269	0.4685164508
270	0.4682548263
271	0.4680215326
272	0.467740908
273	0.4673990277
274	0.4671463127
275	0.4669470623
276	0.4667166112
277	0.4664786923
278	0.4662374123
279	0.465952332
280	0.4656602498
281	0.4653737024
282	0.4651058926
283	0.4648316285
284	0.4645867033
285	0.4643924206
286	0.464144741
287	0.4638750781
288	0.4636458437
289	0.4633957059
290	0.4631280269
291	0.4629033225
292	0.462652537
293	0.4624099302
294	0.4621633474
295	0.4619300479
296	0.4617472915
297	0.4615321449
298	0.4612883022
299	0.4610974672
300	0.4608538589
301	0.4606013885
302	0.4603899353
303	0.4601569439
304	0.4599124197
305	0.4596483772
306	0.4594194726
307	0.4591680668
308	0.4589035561
309	0.4586633594
310	0.4584646609
311	0.4582819525
312	0.4581312564
313	0.4579295069
314	0.4577622338
315	0.457570072
316	0.4573798652
317	0.4572050218
318	0.4570358836
319	0.4568595665
320	0.4566861351
321	0.4565029525
322	0.456313743
323	0.4561103146
324	0.4559486735
325	0.4557450607
326	0.4555225569
327	0.4553106269
328	0.4551351137
329	0.4549724225
330	0.4547886946
331	0.4546209307
332	0.4544072912
333	0.4541801655
334	0.4540016781
335	0.4538207785
336	0.4536414208
337	0.4534648749
338	0.4532945844
339	0.4531349379
340	0.4529826965
341	0.4528187027
342	0.4526607513
343	0.4524724772
344	0.4523023624
345	0.452093948
346	0.4519279317
347	0.4517717161
348	0.4516280088
349	0.4514797369
350	0.4513235288
351	0.4511553561
352	0.4509974948
353	0.450803502
354	0.4506562927
355	0.4504748192
356	0.4502976052
357	0.4501165667
358	0.4499569249
359	0.4497760466
360	0.4496338532
361	0.449429909
362	0.4492837003
363	0.4491233289
364	0.4489041942
365	0.4487263348
366	0.4485437315
367	0.4483608845
368	0.4481838507
369	0.4480042606
370	0.4478326039
371	0.4476661692
372	0.4475748916
373	0.447388982
374	0.4472261337
375	0.4470209609
376	0.446892053
377	0.4467516515
378	0.4465839847
379	0.446471178
380	0.4463312518
381	0.4461599328
382	0.4460284073
383	0.4458651515
384	0.4456960381
385	0.445533491
386	0.4453991852
387	0.4452661299
388	0.4450996362
389	0.444913371
390	0.4447307181
391	0.4445932051
392	0.4444561758
393	0.444319263
394	0.4441542251
395	0.4440513195
396	0.4439082163
397	0.443767515
398	0.4436163998
399	0.4434866892
400	0.4433419159
401	0.44322765
402	0.4430874019
403	0.4429581153
404	0.4428431008
405	0.4426869236
406	0.4425259596
407	0.4423676323
408	0.4422087216
409	0.4420633446
410	0.4419053549
411	0.4417986049
412	0.441687182
413	0.4415582224
414	0.4414309224
415	0.4413046002
416	0.4411697136
417	0.4410453877
418	0.440920226
419	0.4408037308
420	0.4406396017
421	0.4405301129
422	0.4404063251
423	0.4403001524
424	0.4401620719
425	0.4400490036
426	0.4399028085
427	0.439775396
428	0.4396678356
429	0.439566512
430	0.4394516678
431	0.4393552029
432	0.4392618811
433	0.4391392239
434	0.4390154527
435	0.4388873487
436	0.4387705481
437	0.4386527441
438	0.4385206884
439	0.4384533739
440	0.438330504
441	0.4382512075
442	0.4381192435
443	0.4380022091
444	0.4378792588
445	0.4377988717
446	0.4376776468
447	0.4375942279
448	0.4374914662
449	0.4373996726
450	0.4373019627
451	0.4371800784
452	0.4370889909
453	0.4369740399
454	0.4368541902
455	0.4367199708
456	0.4366011051
457	0.4365175439
458	0.436465276
459	0.4363411907
460	0.4362284677
461	0.4361242342
462	0.4360341915
463	0.4359462888
464	0.4358244996
465	0.4357289735
466	0.4356384222
467	0.4355230535
468	0.4354319635
469	0.4353320446
470	0.4352587397
471	0.4351299971
472	0.4350371792
473	0.4349304549
474	0.4348311372
475	0.4347278761
476	0.4346266818
477	0.4345162701
478	0.4344151724
479	0.4343184638
480	0.4342155514
481	0.4341187996
482	0.4340202766
483	0.4339008795
484	0.4338124863
485	0.4337502555
486	0.4336477403
487	0.4335251688
488	0.4334096524
489	0.4333160717
490	0.4332342389
491	0.4331636554
492	0.4331008872
493	0.4330142252
494	0.4329005399
495	0.4328228736
496	0.4327188216
497	0.4326248305
498	0.432530796
499	0.4324222279
500	0.4323570227
501	0.4322840022
502	0.4322338904
503	0.4321453811
504	0.4320455877
505	0.4319880559
506	0.4318937844
507	0.4318203279
508	0.4317230891
509	0.4316340236
510	0.4315597856
511	0.4314990128
512	0.4314225864
513	0.4313305513
514	0.4312173146
515	0.4311323236
516	0.4310370036
517	0.4309674515
518	0.4308932697
519	0.4308217721
520	0.4307415372
521	0.430651479
522	0.430587956
523	0.4305150825
524	0.4304451166
525	0.4303765436
526	0.4302928394
527	0.4302006288
528	0.4301204016
529	0.4300375891
530	0.4299598927
531	0.4298948892
532	0.4298053615
533	0.4297293434
534	0.4296481968
535	0.4295813214
536	0.4294838939
537	0.4294195752
538	0.4293390857
539	0.4292565335
540	0.4291635226
541	0.4290800563
542	0.4290374991
543	0.4289586507
544	0.4288788351
545	0.4288116694
546	0.4287316473
547	0.4286589211
548	0.4286066735
549	0.4285425552
550	0.4284718094
551	0.4283985439
552	0.428320019
553	0.4282474147
554	0.4281763199
555	0.4281146401
556	0.4280325945
557	0.4279604247
558	0.4278889287
559	0.4278174185
560	0.4277475794
561	0.4276604959
562	0.4275806593
563	0.4275022069
564	0.4274219434
565	0.4273462961
566	0.42727823
567	0.4272129728
568	0.4271429474
569	0.4270767164
570	0.4269914665
571	0.42690723
572	0.4268384138
573	0.4267898449
574	0.4267338929
575	0.4266736871
576	0.4266179789
577	0.4265485263
578	0.4264875589
579	0.4264151151
580	0.4263455234
581	0.426275462
582	0.4262127413
583	0.4261583486
584	0.4260760508
585	0.4259981629
586	0.4259408947
587	0.4258834323
588	0.4258152029
589	0.4257534177
590	0.4256935591
591	0.425646872
592	0.4255897346
593	0.4255552136
594	0.4254748431
595	0.4254518931
596	0.4253771362
597	0.4253238457
598	0.425273369
599	0.4252163638
600	0.4251525544
601	0.4250879289
602	0.4250245049
603	0.4249601838
604	0.4248904667
605	0.4248189943
606	0.4247405534
607	0.4246741829
608	0.424603861
609	0.4245545363
610	0.4245061228
611	0.424457115
612	0.4244169827
613	0.4243631958
614	0.4243188953
615	0.4242565255
616	0.4242027544
617	0.4241400907
618	0.4240849548
619	0.4240280414
620	0.4239603738
621	0.423894256
622	0.4238506709
623	0.4237929301
624	0.4237312495
625	0.4236741478
626	0.4236175223
627	0.4235568066
628	0.4235110274
629	0.423449467
630	0.4234295656
631	0.423377551
632	0.423324908
633	0.4232491617
634	0.4231861785
635	0.4231433943
636	0.423099571
637	0.4230461413
638	0.4229966032
639	0.4229362329
640	0.4228933828
641	0.4228392236
642	0.4227992961
643	0.4227579286
644	0.4227039024
645	0.4226516836
646	0.4226049337
647	0.4225596344
648	0.4225055478
649	0.4224422076
650	0.4223931606
651	0.4223512371
652	0.4223009252
653	0.422234524
654	0.4221742881
655	0.422118733
656	0.4221120862
657	0.4220642284
658	0.4220125239
659	0.421962903
660	0.4218950059
661	0.4218405453
662	0.4218005811
663	0.4217456584
664	0.4217048007
665	0.4216363398
666	0.4215852829
667	0.4215406029
668	0.4214873626
669	0.4214308225
670	0.4213806537
671	0.4213353449
672	0.4212922086
673	0.4212284234
674	0.4211900394
675	0.4211537267
676	0.4211075247
677	0.4210638131
678	0.4210098692
679	0.4209675004
680	0.4209606154
681	0.4209230254
682	0.4208825049
683	0.4208511639
684	0.4207922926
685	0.420741533
686	0.4206800365
687	0.4206296082
688	0.4205859661
689	0.4205402557
690	0.4204985829
691	0.4204451868
692	0.420391459
693	0.4203446815
694	0.4203011482
695	0.4202444139
696	0.420187644
697	0.4201310124
698	0.4200882278
699	0.4200777349
700	0.4200371898
701	0.4199875001
702	0.4199376564
703	0.4198881204
704	0.4198496622
705	0.4198045921
706	0.419761053
707	0.4197167056
708	0.419667075
709	0.4196213266
710	0.419574948
711	0.4195364306
712	0.419501277
713	0.4194651961
714	0.4194219181
715	0.4193898943
716	0.4193561518
717	0.4193297411
718	0.4192820801
719	0.4192337411
720	0.4191798628
721	0.4191253307
722	0.419089446
723	0.4190422186
724	0.4190113185
725	0.4189667245
726	0.4189331668
727	0.4188989981
728	0.4188613483
729	0.4188256842
730	0.4187845477
731	0.4187345587
732	0.4187000969
733	0.4186524325
734	0.4186234332
735	0.4185752299
736	0.418532319
737	0.4184980913
738	0.4184450517
739	0.4183981639
740	0.4183653932
741	0.4183321823
742	0.4182919963
743	0.418249539
744	0.4181929818
745	0.41815203
746	0.4181108338
747	0.4180640209
748	0.4180313513
749	0.4179883846
750	0.4179456469
751	0.4179014744
752	0.4178613973
753	0.41782441
754	0.4177934684
755	0.4177569184
756	0.4177233872
757	0.4176937297
758	0.4176665126
759	0.417635121
760	0.4175974135
761	0.417554621
762	0.4175145885
763	0.4174746262
764	0.4174422468
765	0.4174157369
766	0.4173824644
767	0.4173438274
768	0.4173041218
769	0.4172765039
770	0.417241289
771	0.4172035476
772	0.41717245
773	0.4171307381
774	0.4170908584
775	0.4170427839
776	0.417002965
777	0.4169728734
778	0.416938302
779	0.4168972217
780	0.4168566909
781	0.416820551
782	0.4167839649
783	0.4167480033
784	0.4167137315
785	0.4166790137
786	0.4166454777
787	0.4165946353
788	0.4165619451
789	0.4165287594
790	0.4164918725
791	0.4164454896
792	0.4164112153
793	0.4163739145
794	0.416331534
795	0.4162845062
796	0.416258995
797	0.4162160834
798	0.4161779337
799	0.4161503434
800	0.4161409542
801	0.4161026979
802	0.4160663393
803	0.4160270579
804	0.4160011985
805	0.4159833829
806	0.4159540081
807	0.4159312557
808	0.415909438
809	0.415866015
810	0.4158307765
811	0.4158083473
812	0.4157691148
813	0.4157379037
814	0.4156960814
815	0.415652287
816	0.4156152459
817	0.4155722246
818	0.4155362746
819	0.4155002727
820	0.415472306
821	0.4154296564
822	0.4154013062
823	0.4153708532
824	0.4153387191
825	0.4153029073
826	0.4152685366
827	0.4152366526
828	0.4151978002
829	0.4151681037
830	0.4151484717
831	0.4151175545
832	0.4150827019
833	0.4150685661
834	0.4150319471
835	0.4149999469
836	0.4149715895
837	0.4149355596
838	0.4148957249
839	0.4148660456
840	0.4148295952
841	0.414795053
842	0.414761349
843	0.4147366894
844	0.4147057975
845	0.4146727745
846	0.4146339477
847	0.4146044839
848	0.4145685151
849	0.4145370535
850	0.4145126884
851	0.4144821189
852	0.4144506502
853	0.4144139007
854	0.4143914555
855	0.4143620226
856	0.4143323612
857	0.4143064712
858	0.4142799551
859	0.4142409769
860	0.4142090831
861	0.4141816419
862	0.4141506176
863	0.4141194028
864	0.4140903971
865	0.4140512611
866	0.4140226414
867	0.4139960526
868	0.4139654153
869	0.413950114
870	0.4139214326
871	0.413893194
872	0.4138554772
873	0.4138259089
874	0.4137954344
875	0.4137661755
876	0.4137364287
877	0.4136967149
878	0.4136729517
879	0.413646214
880	0.4136185501
881	0.4135853581
882	0.4135565216
883	0.413528201
884	0.4134978335
885	0.413469974
886	0.4134349259
887	0.4134115672
888	0.4133804098
889	0.4133566511
890	0.4133307609
891	0.4133031999
892	0.4132718978
893	0.413243274
894	0.413225269
895	0.4131948989
896	0.4131670842
897	0.4131314267
898	0.4131026374
899	0.413076324
900	0.4130479873
901	0.4130183773
902	0.4129926022
903	0.4129674171
904	0.4129440028
905	0.412920949
906	0.4128943672
907	0.4128655872
908	0.4128420739
909	0.4128106667
910	0.4127786969
911	0.412749912
912	0.4127225876
913	0.4126992574
914	0.4126676363
915	0.4126409498
916	0.4126076931
917	0.4125841231
918	0.4125541144
919	0.4125301316
920	0.4125143888
921	0.4124878744
922	0.4124562471
923	0.4124286422
924	0.412400689
925	0.4123735664
926	0.412337084
927	0.4123061443
928	0.4122830011
929	0.4122758154
930	0.4122426651
931	0.412219927
932	0.4122021474
933	0.4121839001
934	0.4121596403
935	0.4121348575
936	0.4121060422
937	0.4120790284
938	0.4120470541
939	0.4120234847
940	0.4119980656
941	0.4119665458
942	0.4119343732
943	0.4119157803
944	0.4118828424
945	0.411863822
946	0.4118389452
947	0.4118102339
948	0.4117956236
949	0.411773826
950	0.4117529468
951	0.4117276529
952	0.4116961706
953	0.4116653567
954	0.4116375145
955	0.4116065072
956	0.4115810477
957	0.411552797
958	0.4115281474
959	0.4115092052
960	0.4114803537
961	0.411459566
962	0.4114312653
963	0.4114076751
964	0.4113882966
965	0.4113678411
966	0.411345848
967	0.4113247136
968	0.4113027409
969	0.4112829444
970	0.4112620554
971	0.411245006
972	0.4112130171
973	0.4111905103
974	0.4111704436
975	0.411150919
976	0.4111201118
977	0.4111069978
978	0.411086399
979	0.4110653305
980	0.4110436195
981	0.4110327862
982	0.4110115985
983	0.4109753609
984	0.4109548083
985	0.4109176104
986	0.410890826
987	0.4108689764
988	0.410847276
989	0.4108278679
990	0.4107981729
991	0.4107745757
992	0.4107532428
993	0.410728053
994	0.4107112584
995	0.4106766874
996	0.4106524969
997	0.4106302165
998	0.4106020546
999	0.4105808097
